dish_name,normalized_name,source_site,source_url,source_type,rating,review_count,recipe_count,quality_filter,note
おかゆ,おかゆ,楽天レシピ,https://recipe.rakuten.co.jp/category/14-133-139/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
雑炊,雑炊,楽天レシピ,https://recipe.rakuten.co.jp/category/14-133-557/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
おじや,おじや,楽天レシピ,https://recipe.rakuten.co.jp/category/14-133-558/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
おにぎり,おにぎり,楽天レシピ,https://recipe.rakuten.co.jp/category/14-134/,category_with_recipe_count,,,42986,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
肉巻きおにぎり,肉巻きおにぎり,楽天レシピ,https://recipe.rakuten.co.jp/category/14-134-550/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
焼きおにぎり,焼きおにぎり,楽天レシピ,https://recipe.rakuten.co.jp/category/14-134-549/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
スパムおにぎり,スパムおにぎり,楽天レシピ,https://recipe.rakuten.co.jp/category/14-134-1329/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
その他のおにぎり,その他のおにぎり,楽天レシピ,https://recipe.rakuten.co.jp/category/14-134-141/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
アレンジごはん,アレンジごはん,楽天レシピ,https://recipe.rakuten.co.jp/category/14-135/,category_with_recipe_count,,,13284,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
残りごはん・冷ごはん,残りごはん冷ごはん,楽天レシピ,https://recipe.rakuten.co.jp/category/14-135-570/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
お茶漬け,お茶漬け,楽天レシピ,https://recipe.rakuten.co.jp/category/14-135-571/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
とろろ・麦とろご飯,とろろ麦とろご飯,楽天レシピ,https://recipe.rakuten.co.jp/category/14-135-2146/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ドリア,ドリア,楽天レシピ,https://recipe.rakuten.co.jp/category/14-135-143/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ガーリックライス,ガーリックライス,楽天レシピ,https://recipe.rakuten.co.jp/category/14-135-2145/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
その他のごはん料理,その他のごはん料理,楽天レシピ,https://recipe.rakuten.co.jp/category/14-271/,category_with_recipe_count,,,15103,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
パスタ,パスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
カルボナーラ,カルボナーラ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-687/,category_with_recipe_count,,,2869,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ミートソース,ミートソース,楽天レシピ,https://recipe.rakuten.co.jp/category/15-137/,category_with_recipe_count,,,4615,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ナポリタン,ナポリタン,楽天レシピ,https://recipe.rakuten.co.jp/category/15-676/,category_with_recipe_count,,,4166,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ペペロンチーノ,ペペロンチーノ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-681/,category_with_recipe_count,,,4577,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ジェノベーゼ,ジェノベーゼ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-369/,category_with_recipe_count,,,586,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ペスカトーレ,ペスカトーレ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-677/,category_with_recipe_count,,,109,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
たらこパスタ・明太子パスタ,たらこパスタ明太子パスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-683/,category_with_recipe_count,,,3163,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ボンゴレ,ボンゴレ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-682/,category_with_recipe_count,,,499,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
アラビアータ,アラビアータ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-678/,category_with_recipe_count,,,347,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
トマトクリームパスタ,トマトクリームパスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-679/,category_with_recipe_count,,,1015,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
納豆パスタ,納豆パスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-684/,category_with_recipe_count,,,1101,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
トマト系パスタ,トマト系パスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-680/,category_with_recipe_count,,,10380,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
クリーム系パスタ,クリーム系パスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-138/,category_with_recipe_count,,,6698,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
オイル・塩系パスタ,オイル塩系パスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-139/,category_with_recipe_count,,,7838,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
チーズ系パスタ,チーズ系パスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-140/,category_with_recipe_count,,,1381,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
バジルソース系パスタ,バジルソース系パスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-141/,category_with_recipe_count,,,1059,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
和風パスタ,和風パスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-142/,category_with_recipe_count,,,11961,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
きのこパスタ,きのこパスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-685/,category_with_recipe_count,,,2148,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ツナパスタ,ツナパスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-686/,category_with_recipe_count,,,1845,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
冷製パスタ,冷製パスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-143/,category_with_recipe_count,,,2662,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
スープスパ・スープパスタ,スープスパスープパスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-145/,category_with_recipe_count,,,1803,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
その他のパスタ,その他のパスタ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-146/,category_with_recipe_count,,,11318,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
パスタソース,パスタソース,楽天レシピ,https://recipe.rakuten.co.jp/category/15-144/,category_with_recipe_count,,,1920,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ニョッキ,ニョッキ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-147/,category_with_recipe_count,,,431,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ラザニア,ラザニア,楽天レシピ,https://recipe.rakuten.co.jp/category/15-151/,category_with_recipe_count,,,579,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ラビオリ,ラビオリ,楽天レシピ,https://recipe.rakuten.co.jp/category/15-382/,category_with_recipe_count,,,41,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
麺・粉物料理,麺粉物料理,楽天レシピ,https://recipe.rakuten.co.jp/category/16/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
うどん,うどん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-152/,category_with_recipe_count,,,35999,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
カレーうどん,カレーうどん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-152-913/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
鍋焼きうどん,鍋焼きうどん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-152-1332/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
サラダうどん,サラダうどん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-152-911/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
冷やしうどん,冷やしうどん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-152-1333/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
きつねうどん,きつねうどん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-152-1334/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
肉うどん,肉うどん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-152-1335/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
煮込みうどん,煮込みうどん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-152-912/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
釜揚げうどん,釜揚げうどん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-152-1336/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
焼うどん,焼うどん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-152-572/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ぶっかけうどん,ぶっかけうどん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-152-1337/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
アレンジうどん,アレンジうどん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-152-150/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
蕎麦,蕎麦,楽天レシピ,https://recipe.rakuten.co.jp/category/16-153/,category_with_recipe_count,,,9729,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
あったかい蕎麦,あったかい蕎麦,楽天レシピ,https://recipe.rakuten.co.jp/category/16-153-915/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
冷たい蕎麦,冷たい蕎麦,楽天レシピ,https://recipe.rakuten.co.jp/category/16-153-916/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
アレンジそば,アレンジそば,楽天レシピ,https://recipe.rakuten.co.jp/category/16-153-149/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
そば寿司,そば寿司,楽天レシピ,https://recipe.rakuten.co.jp/category/16-153-917/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
そうめん,そうめん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-154/,category_with_recipe_count,,,13375,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
素麺・冷麦,素麺冷麦,楽天レシピ,https://recipe.rakuten.co.jp/category/16-154-151/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
にゅうめん,にゅうめん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-154-573/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
アレンジそうめん,アレンジそうめん,楽天レシピ,https://recipe.rakuten.co.jp/category/16-154-918/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
焼きそば,焼きそば,楽天レシピ,https://recipe.rakuten.co.jp/category/16-155/,category_with_recipe_count,,,17645,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
あんかけ焼きそば,あんかけ焼きそば,楽天レシピ,https://recipe.rakuten.co.jp/category/16-155-1338/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
塩焼きそば,塩焼きそば,楽天レシピ,https://recipe.rakuten.co.jp/category/16-155-575/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ソース焼きそば,ソース焼きそば,楽天レシピ,https://recipe.rakuten.co.jp/category/16-155-574/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
かた焼きそば,かた焼きそば,楽天レシピ,https://recipe.rakuten.co.jp/category/16-155-2147/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
オムそば,オムそば,楽天レシピ,https://recipe.rakuten.co.jp/category/16-155-2148/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
アレンジ焼きそば,アレンジ焼きそば,楽天レシピ,https://recipe.rakuten.co.jp/category/16-155-152/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ラーメン,ラーメン,楽天レシピ,https://recipe.rakuten.co.jp/category/16-156/,category_with_recipe_count,,,13321,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
味噌ラーメン,味噌ラーメン,楽天レシピ,https://recipe.rakuten.co.jp/category/16-156-1339/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
塩ラーメン,塩ラーメン,楽天レシピ,https://recipe.rakuten.co.jp/category/16-156-1340/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
冷やしラーメン,冷やしラーメン,楽天レシピ,https://recipe.rakuten.co.jp/category/16-156-1341/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
醤油ラーメン,醤油ラーメン,楽天レシピ,https://recipe.rakuten.co.jp/category/16-156-1342/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
トマトラーメン,トマトラーメン,楽天レシピ,https://recipe.rakuten.co.jp/category/16-156-1343/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
豚骨ラーメン,豚骨ラーメン,楽天レシピ,https://recipe.rakuten.co.jp/category/16-156-1344/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ラーメンサラダ,ラーメンサラダ,楽天レシピ,https://recipe.rakuten.co.jp/category/16-156-1345/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
その他のラーメン,その他のラーメン,楽天レシピ,https://recipe.rakuten.co.jp/category/16-156-1346/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ラーメンスープ・つけだれ,ラーメンスープつけだれ,楽天レシピ,https://recipe.rakuten.co.jp/category/16-156-919/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
冷やし中華,冷やし中華,楽天レシピ,https://recipe.rakuten.co.jp/category/16-383/,category_with_recipe_count,,,3045,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
つけ麺,つけ麺,楽天レシピ,https://recipe.rakuten.co.jp/category/16-384/,category_with_recipe_count,,,673,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
その他の麺,その他の麺,楽天レシピ,https://recipe.rakuten.co.jp/category/16-272/,category_with_recipe_count,,,3730,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
お好み焼き,お好み焼き,楽天レシピ,https://recipe.rakuten.co.jp/category/16-385/,category_with_recipe_count,,,8433,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
広島風お好み焼き,広島風お好み焼き,楽天レシピ,https://recipe.rakuten.co.jp/category/16-385-1349/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
モダン焼き,モダン焼き,楽天レシピ,https://recipe.rakuten.co.jp/category/16-385-1350/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ねぎ焼き,ねぎ焼き,楽天レシピ,https://recipe.rakuten.co.jp/category/16-385-1351/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
その他のお好み焼,その他のお好み焼,楽天レシピ,https://recipe.rakuten.co.jp/category/16-385-1352/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
もんじゃ焼き,もんじゃ焼き,楽天レシピ,https://recipe.rakuten.co.jp/category/16-385-1353/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
たこ焼き,たこ焼き,楽天レシピ,https://recipe.rakuten.co.jp/category/16-386/,category_with_recipe_count,,,1805,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
粉物料理,粉物料理,楽天レシピ,https://recipe.rakuten.co.jp/category/16-158/,category_with_recipe_count,,,2357,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
おやき,おやき,楽天レシピ,https://recipe.rakuten.co.jp/category/16-158-920/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
おかず系のクレープ,おかず系のクレープ,楽天レシピ,https://recipe.rakuten.co.jp/category/16-158-921/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
汁物・スープ,汁物スープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
味噌汁,みそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159/,category_with_recipe_count,,,76338,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
あさり味噌汁,あさりみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-1355/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
しじみ味噌汁,しじみみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-1356/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
なめこの味噌汁,なめこのみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-1358/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
豆腐の味噌汁,豆腐のみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-2155/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
大根の味噌汁,大根のみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-2151/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
油揚げの味噌汁,油揚げのみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-2156/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
玉ねぎの味噌汁,玉ねぎのみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-2150/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
キャベツの味噌汁,キャベツのみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-2152/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
じゃがいもの味噌汁,じゃがいものみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-2157/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
なすの味噌汁,なすのみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-1357/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
白菜の味噌汁,白菜のみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-2154/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
かぶの味噌汁,かぶのみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-2149/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ほうれん草の味噌汁,ほうれん草のみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-2158/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
小松菜の味噌汁,小松菜のみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-2153/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
さつまいもの味噌汁,さつまいものみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-2159/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
その他の味噌汁,その他のみそ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-159-814/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
豚汁,豚汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-161/,category_with_recipe_count,,,3915,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
けんちん汁,けんちん汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-387/,category_with_recipe_count,,,576,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
お吸い物,お吸い物,楽天レシピ,https://recipe.rakuten.co.jp/category/17-160/,category_with_recipe_count,,,6688,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
かぼちゃスープ,かぼちゃスープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-388/,category_with_recipe_count,,,2824,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
野菜スープ,野菜スープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-169/,category_with_recipe_count,,,14179,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
チャウダー・クラムチャウダー,チャウダークラムチャウダー,楽天レシピ,https://recipe.rakuten.co.jp/category/17-389/,category_with_recipe_count,,,980,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
コーンスープ・ポタージュ,コーンスープポタージュ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-171/,category_with_recipe_count,,,5437,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
トマトスープ,トマトスープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-168/,category_with_recipe_count,,,5461,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
コンソメスープ,コンソメスープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-167/,category_with_recipe_count,,,11735,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
クリームスープ,クリームスープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-170/,category_with_recipe_count,,,3275,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
中華スープ,中華スープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-164/,category_with_recipe_count,,,17459,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ワンタンスープ,ワンタンスープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-164-1367/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
わかめスープ,わかめスープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-164-1368/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
春雨スープ,春雨スープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-164-1369/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
その他の中華スープ,その他の中華スープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-164-89/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
和風スープ,和風スープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-165/,category_with_recipe_count,,,5349,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
韓国風スープ,韓国風スープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-166/,category_with_recipe_count,,,1922,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
その他のスープ,その他のスープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-173/,category_with_recipe_count,,,19324,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
卵スープ,卵スープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-173-2160/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
オニオンスープ,オニオンスープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-173-341/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
オニオングラタンスープ,オニオングラタンスープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-173-926/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
玉ねぎスープ,玉ねぎスープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-173-2162/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
白菜スープ,白菜スープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-173-2161/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
にんじんスープ,にんじんスープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-173-345/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
モロヘイヤスープ,モロヘイヤスープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-173-346/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
豆乳スープ,豆乳スープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-173-340/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
豆スープ,豆スープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-173-343/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ビシソワーズ,ビシソワーズ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-173-524/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
冷製スープ,冷製スープ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-173-1370/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
ポトフ,ポトフ,楽天レシピ,https://recipe.rakuten.co.jp/category/17-390/,category_with_recipe_count,,,2233,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
その他の汁物,その他の汁物,楽天レシピ,https://recipe.rakuten.co.jp/category/17-162/,category_with_recipe_count,,,7147,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
冷汁,冷汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-162-1360/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
粕汁,粕汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-162-1361/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
すまし汁,すまし汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-162-1362/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
あら汁,あら汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-162-1363/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
つみれ汁,つみれ汁,楽天レシピ,https://recipe.rakuten.co.jp/category/17-162-1364/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
鍋料理,鍋料理,楽天レシピ,https://recipe.rakuten.co.jp/category/23/,category_with_recipe_count,,,,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
すき焼き,すき焼き,楽天レシピ,https://recipe.rakuten.co.jp/category/23-392/,category_with_recipe_count,,,2450,カテゴリ掲載数5品以上,カテゴリ掲載数5品以上
